id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,parent_categories,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
ej0jGqmhksrjAfgVk6L8PQ,marco-s-pizza-folsom-3,Marco’s Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/nphK9KmPvMCBIDc1hViong/o.jpg,False,https://www.yelp.com/biz/marco-s-pizza-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,27,"pizza, chicken_wings",4.5,"['pickup', 'delivery']",,+19167903555,(916) 790-3555,6231.531680074066,,38.69073011105957,-121.1253047,25004 Blue Ravine Rd,Ste 119,,Folsom,95630,US,CA,"['25004 Blue Ravine Rd', 'Ste 119', 'Folsom, CA 95630']"
IJlSirL0cJp5rMCY1Bs2nA,la-bou-bakery-and-cafe-folsom-3,La Bou Bakery and Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/tXbu4VN9nMc_ZTY5Bs-suQ/o.jpg,False,https://www.yelp.com/biz/la-bou-bakery-and-cafe-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,109,"sandwiches, cafes, bakeries",3.5,['delivery'],$,+19169833885,(916) 983-3885,8386.123551662871,,38.67019,-121.15348,404 Blue Ravine Rd,Ste 600,,Folsom,95630,US,CA,"['404 Blue Ravine Rd', 'Ste 600', 'Folsom, CA 95630']"
5AEBhGO2nyeEO76jF9mGag,mimis-cafe-folsom-2,Mimi's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/dpTzl0b0fKf4Bm18x64nsA/o.jpg,False,https://www.yelp.com/biz/mimis-cafe-folsom-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,279,"tradamerican, breakfast_brunch, french",3.0,"['pickup', 'delivery']",$$,+19169847159,(916) 984-7159,6272.774602724638,,38.655938,-121.125619,2719 E Bidwell St,,,Folsom,95630,US,CA,"['2719 E Bidwell St', 'Folsom, CA 95630']"
gFtcAeld76lrHipnVz05fQ,rubios-coastal-grill-folsom,Rubio's Coastal Grill,https://s3-media1.fl.yelpcdn.com/bphoto/BYPWFPBlr0u5LVAPmLxxng/o.jpg,False,https://www.yelp.com/biz/rubios-coastal-grill-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,140,"mexican, salad, seafood",3.0,['delivery'],$,+19169830645,(916) 983-0645,5987.375794225863,,38.6547208594572,-121.121589587391,2776 E Bidwell St,Ste 100,,Folsom,95630,US,CA,"['2776 E Bidwell St', 'Ste 100', 'Folsom, CA 95630']"
AUh__W-A7te5HyVgH3TONA,the-original-mels-folsom-3,The Original Mels,https://s3-media4.fl.yelpcdn.com/bphoto/J4ATpqa7zE7KUDs-CqBMLg/o.jpg,False,https://www.yelp.com/biz/the-original-mels-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,166,"diners, tradamerican, breakfast_brunch",3.5,"['pickup', 'delivery']",$$,+19169857337,(916) 985-7337,11077.61811528464,,38.65589,-121.18255,13399 Folsom Blvd,,,Folsom,95630,US,CA,"['13399 Folsom Blvd', 'Folsom, CA 95630']"
qbQswRJmSz6KUENL1pjxzw,lake-natoma-folsom-3,Lake Natoma,https://s3-media2.fl.yelpcdn.com/bphoto/xZd9QtIC7M1WNeUc4LP6hA/o.jpg,False,https://www.yelp.com/biz/lake-natoma-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,53,lakes,4.5,[],,,,11079.360344165329,,38.71258,-121.174427,7806 Folsom Auburn Rd,,,Folsom,95630,US,CA,"['7806 Folsom Auburn Rd', 'Folsom, CA 95630']"
TcMwnI8k7mEPhOoRh4-QRg,thai-style-folsom-2,Thai Style,https://s3-media2.fl.yelpcdn.com/bphoto/vDXb8ETK6DWqcpthjjD9jQ/o.jpg,False,https://www.yelp.com/biz/thai-style-folsom-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,45,"asianfusion, thai",4.5,[],,+19167908850,(916) 790-8850,8934.153876552844,,38.670438,-121.159402,711 E Bidwell St,Ste 5,,Folsom,95630,US,CA,"['711 E Bidwell St', 'Ste 5', 'Folsom, CA 95630']"
_pOYcrhkUhGjD6hCh9_rPg,qbole-folsom-4,Q'bole!,https://s3-media3.fl.yelpcdn.com/bphoto/ZObM_7NhWNsq09UvPZOkEA/o.jpg,False,https://www.yelp.com/biz/qbole-folsom-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,234,mexican,3.5,['delivery'],$$,+19163575242,(916) 357-5242,10449.169809547106,,38.6775794,-121.1772339,718 Sutter St,Ste 201,,Folsom,95630,US,CA,"['718 Sutter St', 'Ste 201', 'Folsom, CA 95630']"
BT8GJckekVSR049Nqn89xw,la-rosa-blanca-folsom-folsom,La Rosa Blanca Folsom,https://s3-media4.fl.yelpcdn.com/bphoto/47m5dTUFm-jECv_FqsXwUg/o.jpg,False,https://www.yelp.com/biz/la-rosa-blanca-folsom-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,180,mexican,3.5,['delivery'],$$,+19166739085,(916) 673-9085,9872.03105189985,,38.6776788878304,-121.170573234558,402 Natoma St,,,Folsom,95630,US,CA,"['402 Natoma St', 'Folsom, CA 95630']"
nhqbpp_lcb3t74UyYe_Erw,team-cycle-cameron-park-2,Team Cycle,https://s3-media3.fl.yelpcdn.com/bphoto/zDdUMEs68toK-ILcCuyewQ/o.jpg,False,https://www.yelp.com/biz/team-cycle-cameron-park-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,23,"bike_repair_maintenance, cafes, bikes",4.5,[],$$,+15306760505,(530) 676-0505,4986.91248688599,,38.65952,-121.00216,2555 Greenwood Ln,,,Cameron Park,95682,US,CA,"['2555 Greenwood Ln', 'Cameron Park, CA 95682']"
244-idDj6Rv-wcg1IJ0x5Q,yogaberry-el-dorado-hills,Yogaberry,https://s3-media2.fl.yelpcdn.com/bphoto/7jYlMi7JUZCndYkDnbuuXA/o.jpg,False,https://www.yelp.com/biz/yogaberry-el-dorado-hills?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,66,icecream,3.0,[],$,+19169393300,(916) 939-3300,2561.7704275646215,,38.6515235900879,-121.065971374512,4361 Town Ctr Blvd,,El Dorado Hills Town Ctr,El Dorado Hills,95762,US,CA,"['4361 Town Ctr Blvd', 'El Dorado Hills Town Ctr', 'El Dorado Hills, CA 95762']"
tvzEjCi90k39vReyWN4B5w,flb-sports-bar-and-casino-folsom-2,FLB Sports Bar & Casino,https://s3-media1.fl.yelpcdn.com/bphoto/iGqdLA42-9-tnLu59ivs9w/o.jpg,False,https://www.yelp.com/biz/flb-sports-bar-and-casino-folsom-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,93,"casinos, sportsbars",4.0,[],$$,+19169834411,(916) 983-4411,9439.1278364343,,38.6728283,-121.1657028,511 E Bidwell St,,,Folsom,95630,US,CA,"['511 E Bidwell St', 'Folsom, CA 95630']"
u0XsjL_Buj-1n9M7DFTJJQ,jimboys-tacos-folsom-3,Jimboy's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/CtiRy8DgtcxvoYe7Q2AM4A/o.jpg,False,https://www.yelp.com/biz/jimboys-tacos-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,153,"mexican, newamerican",3.5,"['pickup', 'delivery']",$,+19169836990,(916) 983-6990,8865.952742256053,,38.67161,-121.15897,708 E Bidwell St,,,Folsom,95630,US,CA,"['708 E Bidwell St', 'Folsom, CA 95630']"
uIX6vAciCoTXeIKTt_kpEg,folsom-prison-museum-folsom-3,Folsom Prison Museum,https://s3-media3.fl.yelpcdn.com/bphoto/cAZAffdha2htZ9Yxiysq2A/o.jpg,False,https://www.yelp.com/biz/folsom-prison-museum-folsom-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,36,museums,4.5,[],,+19169852561,(916) 985-2561,8968.692317423856,,38.684069,-121.159411,312 3rd St,,,Folsom,95814,US,CA,"['312 3rd St', 'Folsom, CA 95814']"
LB96fTuRsuC-ayUB-caagA,starbucks-el-dorado-hills-2,Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/tgrrM5vu1powK2YLpOyWLg/o.jpg,False,https://www.yelp.com/biz/starbucks-el-dorado-hills-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,110,coffee,2.5,['delivery'],$$,+19163061593,(916) 306-1593,2743.6221459715703,,38.650502,-121.068303,4311 Town Center Blvd,Ste 450,,El Dorado Hills,95762,US,CA,"['4311 Town Center Blvd', 'Ste 450', 'El Dorado Hills, CA 95762']"
VKPDoNB-d8qyC097IRjU3Q,flb-entertainment-center-folsom,FLB Entertainment Center,https://s3-media4.fl.yelpcdn.com/bphoto/0RpGpXaOOpVRJAX9ZChcRw/o.jpg,False,https://www.yelp.com/biz/flb-entertainment-center-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,184,"sportsbars, bowling, casinos",3.5,[],$$,+19169834411,(916) 983-4411,9444.043312185842,,38.6728,-121.16574,511 E Bidwell St,,,Folsom,95630,US,CA,"['511 E Bidwell St', 'Folsom, CA 95630']"
mRT0JR_E3sWl6t8Xn1yC-w,ihop-folsom-2,IHOP,https://s3-media2.fl.yelpcdn.com/bphoto/JED27jspBNf-F_d4A2Mgew/o.jpg,False,https://www.yelp.com/biz/ihop-folsom-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,107,"burgers, tradamerican, breakfast_brunch",3.0,"['pickup', 'delivery']",$$,+19168176580,(916) 817-6580,6065.172590182366,,38.64552,-121.11691,2525 Iron Point Rd,,,Folsom,95630,US,CA,"['2525 Iron Point Rd', 'Folsom, CA 95630']"
b69xAAypiIyPTg-kt552Tw,taco-loco-taqueria-folsom,Taco Loco Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/iWZJRQPhzXzz3ay291Tl2A/o.jpg,False,https://www.yelp.com/biz/taco-loco-taqueria-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,259,mexican,3.0,['delivery'],$$,+19163514303,(916) 351-4303,10900.060866993945,,38.6543298517234,-121.180085672912,195 Blue Ravine Rd,Ste 700,,Folsom,95630,US,CA,"['195 Blue Ravine Rd', 'Ste 700', 'Folsom, CA 95630']"
7HGh2o01cOnMcXBSAkhg6A,dutch-bros-coffee-folsom,Dutch Bros Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/ymxjkP2-57U6NjjkX-hDKQ/o.jpg,False,https://www.yelp.com/biz/dutch-bros-coffee-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,72,"coffee, juicebars",4.0,['delivery'],,+15419554700,(541) 955-4700,9755.525703871166,,38.670788274287496,-121.16929445912824,1000 A Riley St,,,Folsom,95630,US,CA,"['1000 A Riley St', 'Folsom, CA 95630']"
PsOjep6UjHjJB9mtiAoG4A,folsom-grind-folsom,Folsom Grind,https://s3-media3.fl.yelpcdn.com/bphoto/_87lQWZ_pVwwQ5G4YCPtyg/o.jpg,False,https://www.yelp.com/biz/folsom-grind-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,45,coffee,4.5,['delivery'],$,+19169327757,(916) 932-7757,10502.189146556342,,38.70512,-121.17069,7610 Folsom-Auburn Rd,,,Folsom,95630,US,CA,"['7610 Folsom-Auburn Rd', 'Folsom, CA 95630']"
Gf06SSSHuX1eiqry7gG0yQ,churchill-arms-pub-folsom,Churchill Arms Pub,https://s3-media2.fl.yelpcdn.com/bphoto/OhHSG3SaUa41CkZXHGUOWw/o.jpg,False,https://www.yelp.com/biz/churchill-arms-pub-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,132,"british, pubs",3.5,['delivery'],$$,+19169843706,(916) 984-3706,9193.279540553756,,38.67215,-121.1629,649 E Bidwell St,,,Folsom,95630,US,CA,"['649 E Bidwell St', 'Folsom, CA 95630']"
In57dxzJooII6mCGKSGCVA,cold-stone-creamery-el-dorado-hills,Cold Stone Creamery,https://s3-media3.fl.yelpcdn.com/bphoto/cgXdHdAn09EC5fLVxrRBzQ/o.jpg,False,https://www.yelp.com/biz/cold-stone-creamery-el-dorado-hills?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,44,"icecream, cupcakes, customcakes",3.5,"['pickup', 'delivery']",$$,+19169336377,(916) 933-6377,2484.033091404788,,38.65132,-121.06219,2085 Vine St,Ste 103,,El Dorado Hills,95762,US,CA,"['2085 Vine St', 'Ste 103', 'El Dorado Hills, CA 95762']"
NI-B9iO_q-DUp61hbX80OA,folsom-hotel-folsom-2,Folsom Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/WygpE8EO71H3iTCNaiZohQ/o.jpg,False,https://www.yelp.com/biz/folsom-hotel-folsom-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,96,"bars, tradamerican",3.5,['delivery'],$,+19169852530,(916) 985-2530,10382.871712594155,,38.677417755127,-121.176406860352,703 Sutter St,,,Folsom,95630,US,CA,"['703 Sutter St', 'Folsom, CA 95630']"
4HP00RF9DzGSBBvl3ZhOtQ,lakeside-beverages-granite-bay,Lakeside Beverages,https://s3-media3.fl.yelpcdn.com/bphoto/jtH-CeyGlfxTam9dHnivzw/o.jpg,False,https://www.yelp.com/biz/lakeside-beverages-granite-bay?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,72,"wine_bars, beer_and_wine, beerbar",4.5,[],$$,+19167910684,(916) 791-0684,12332.928427617966,,38.74286,-121.16803,7130 Douglas Blvd,,,Granite Bay,95746,US,CA,"['7130 Douglas Blvd', 'Granite Bay, CA 95746']"
Vmj4Wx4vg79mIgRFcsu7_A,argileh-cigar-smoke-shop-and-hookah-lounge-folsom-4,"Argileh Cigar, Smoke Shop & Hookah Lounge",https://s3-media4.fl.yelpcdn.com/bphoto/8vrqa2D3D46GO4iPjHAzBQ/o.jpg,False,https://www.yelp.com/biz/argileh-cigar-smoke-shop-and-hookah-lounge-folsom-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,41,"tobaccoshops, headshops, hookah_bars",4.5,[],,+19167011780,(916) 701-1780,10706.34637015046,,38.68527575725387,-121.17939436351492,6606 Folsom Auburn Rd,Ste 1,,Folsom,95630,US,CA,"['6606 Folsom Auburn Rd', 'Ste 1', 'Folsom, CA 95630']"
Zxww4prl2S3GBsYiVHUxvQ,fondue-152-cameron-park,Fondue 152,https://s3-media2.fl.yelpcdn.com/bphoto/vcZ6w1iC2eXy8-RdjHW64w/o.jpg,False,https://www.yelp.com/biz/fondue-152-cameron-park?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,42,"tradamerican, fondue, modern_european",4.0,[],,+15303508078,(530) 350-8078,7281.24260580923,,38.658849,-120.975343,3275 Coach Ln,Ste - B,,Cameron Park,95682,US,CA,"['3275 Coach Ln', 'Ste - B', 'Cameron Park, CA 95682']"
EVcYhA7TwRNClJ-Hsz7oPA,bella-familia-wood-fired-pizza-rocklin-3,Bella Familia Wood Fired Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/G_IveqxhmoC-d6SzCab5dA/o.jpg,False,https://www.yelp.com/biz/bella-familia-wood-fired-pizza-rocklin-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,98,"foodtrucks, pizza",5.0,[],$$,+19167594566,(916) 759-4566,19501.09921057637,,38.7870973,-121.2282958,,,,Rocklin,95677,US,CA,"['Rocklin, CA 95677']"
HF-zFN3oXfaOtCcB4I2sXg,ttobongee-chicken-folsom,Ttobongee Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/h3VyfdmGO6Ap5Hl5XL4gww/o.jpg,False,https://www.yelp.com/biz/ttobongee-chicken-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,43,"korean, chickenshop, chicken_wings",4.0,[],$$,+19163589552,(916) 358-9552,6199.70620930137,,38.65351,-121.12279,2791 E Bidwell St,Unit 1100,,Folsom,95630,US,CA,"['2791 E Bidwell St', 'Unit 1100', 'Folsom, CA 95630']"
Mjcn0PlcsS41FwrR1dJG8Q,pizza-factory-cameron-park-2,Pizza Factory,https://s3-media4.fl.yelpcdn.com/bphoto/wBUw0WobiIOBiJ-aqUhRSQ/o.jpg,False,https://www.yelp.com/biz/pizza-factory-cameron-park-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,130,"italian, pizza, chicken_wings",3.5,"['pickup', 'delivery']",$$,+15306773611,(530) 677-3611,7895.859490417336,,38.65859,-120.96789,3421 Coach Lane,,,Cameron Park,95682,US,CA,"['3421 Coach Lane', 'Cameron Park, CA 95682']"
r4yiACepcnZctAtwa8bAcw,rubios-coastal-grill-el-dorado-hills-2,Rubio's Coastal Grill,https://s3-media3.fl.yelpcdn.com/bphoto/r0mQb9LkmIA94LEPC_pfLQ/o.jpg,False,https://www.yelp.com/biz/rubios-coastal-grill-el-dorado-hills-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,183,"mexican, salad, seafood",2.0,['delivery'],$,+19162937428,(916) 293-7428,2615.977187784204,,38.6511058112816,-121.066063166362,4359 Town Center Blvd,Ste 108,,El Dorado Hills,95762,US,CA,"['4359 Town Center Blvd', 'Ste 108', 'El Dorado Hills, CA 95762']"
bW8ELw0MfFbYT0vwDwGjWg,folsom-lake-state-recreation-area-folsom,Folsom Lake State Recreation Area,https://s3-media1.fl.yelpcdn.com/bphoto/KeFcyl_HKgCzPa1_-pygLQ/o.jpg,False,https://www.yelp.com/biz/folsom-lake-state-recreation-area-folsom?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,152,"parks, lakes",3.5,[],,+19169880205,(916) 988-0205,11470.870614238569,,38.719250781316,-121.175466709591,7806 Folsom Auburn Rd,,,Folsom,95630,US,CA,"['7806 Folsom Auburn Rd', 'Folsom, CA 95630']"
59wPEBYn9hfxlpiMNB7CUA,chipotle-mexican-grill-sacramento-21,Chipotle Mexican Grill,https://s3-media1.fl.yelpcdn.com/bphoto/GC3F4EWWAsR2zcGGDHV1vg/o.jpg,False,https://www.yelp.com/biz/chipotle-mexican-grill-sacramento-21?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,129,"mexican, hotdogs",2.5,['delivery'],$,+19165758816,(916) 575-8816,1669.6519540912686,,38.6555295690801,-121.523954336364,2800 Del Paso Rd,Ste 100,,Sacramento,95834,US,CA,"['2800 Del Paso Rd', 'Ste 100', 'Sacramento, CA 95834']"
HLvL3K9Ha9iO_VdwnaVRCA,maya-traditional-mexican-cuisine-sacramento,Maya Traditional Mexican Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/P0l6TkjkVOLxCkiLpr13Yg/o.jpg,False,https://www.yelp.com/biz/maya-traditional-mexican-cuisine-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,341,mexican,3.0,['delivery'],$$,+19169300167,(916) 930-0167,8191.704854521992,,38.599186792599,-121.501895450056,455 Bercut Dr,,,Sacramento,95811,US,CA,"['455 Bercut Dr', 'Sacramento, CA 95811']"
K1e9iw8ZsCSzcTp9thY0Rw,boba-loca-sacramento-4,Boba Loca,https://s3-media2.fl.yelpcdn.com/bphoto/AAjI3K5HyK7Xgk6nJOYWSA/o.jpg,False,https://www.yelp.com/biz/boba-loca-sacramento-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,88,"coffee, bubbletea, juicebars",4.0,"['delivery', 'pickup']",$,+19166925078,(916) 692-5078,11471.19195460042,,38.601552,-121.427359,1689 Arden Way,Ste 1167,,Sacramento,95815,US,CA,"['1689 Arden Way', 'Ste 1167', 'Sacramento, CA 95815']"
-ehdij05qdauYdNJ5iXPkw,a-taste-of-the-orient-sacramento,A Taste Of the Orient,https://s3-media4.fl.yelpcdn.com/bphoto/qBF2LA_qYEI2ySqDzh4taA/o.jpg,False,https://www.yelp.com/biz/a-taste-of-the-orient-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,82,chinese,4.0,['delivery'],$,+19169221818,(916) 922-1818,6235.433595643877,,38.629124,-121.477132,3315 Northgate Blvd,,,Sacramento,95834,US,CA,"['3315 Northgate Blvd', 'Sacramento, CA 95834']"
mf4JSrVIKcQ7NyVE-tl9Mg,sweetologie-cake-design-sacramento-2,Sweetologie Cake Design,https://s3-media1.fl.yelpcdn.com/bphoto/vTGM3cXIxw_uZGpOgNcbJw/o.jpg,False,https://www.yelp.com/biz/sweetologie-cake-design-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,21,"desserts, cupcakes, bakeries",4.0,[],$$,+19165722253,(916) 572-2253,2974.36974817116,,38.6711273193359,-121.525741577148,,,,Sacramento,95835,US,CA,"['Sacramento, CA 95835']"
281syabEE_SH5avOA4jSVQ,captain-crab-sacramento-3,Captain Crab,https://s3-media1.fl.yelpcdn.com/bphoto/SbJIMxUKAVwceINYqjGixA/o.jpg,False,https://www.yelp.com/biz/captain-crab-sacramento-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,117,"newamerican, cajun, seafood",4.0,"['delivery', 'pickup']",$$,+19165501626,(916) 550-1626,11844.495125396625,,38.59802,-121.42597,1785 Challenge Way,,,Sacramento,95815,US,CA,"['1785 Challenge Way', 'Sacramento, CA 95815']"
kuPq0CIBr_B1TAcSnQkKVg,tacos-la-piedad-sacramento-3,Tacos La Piedad,https://s3-media2.fl.yelpcdn.com/bphoto/KL4R1q-GDcB2unN_kojghQ/o.jpg,False,https://www.yelp.com/biz/tacos-la-piedad-sacramento-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,125,"chickenshop, tacos",4.0,[],$,,,7634.250691086663,,38.61424,-121.4752,2700 Northgate Blvd,,,Sacramento,95833,US,CA,"['2700 Northgate Blvd', 'Sacramento, CA 95833']"
XByOtLrNZ0VuC5sq-qL37w,dragon-palace-sacramento-3,Dragon Palace,https://s3-media3.fl.yelpcdn.com/bphoto/9LsmGHKip1iqlR-dEEQelw/o.jpg,False,https://www.yelp.com/biz/dragon-palace-sacramento-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,142,chinese,4.0,['delivery'],$,+19169220818,(916) 922-0818,8147.003715140254,,38.60901,-121.47498,2300 Northgate Blvd,Ste 100,,Sacramento,95833,US,CA,"['2300 Northgate Blvd', 'Ste 100', 'Sacramento, CA 95833']"
bKp5iElkYp0w0IfOMMTEUg,ramonas-comida-mexicana-sacramento-2,Ramona's Comida Mexicana,https://s3-media3.fl.yelpcdn.com/bphoto/I8MTw-IE9-Oja2tVcBVyPQ/o.jpg,False,https://www.yelp.com/biz/ramonas-comida-mexicana-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,81,"mexican, burgers, breakfast_brunch",4.0,['delivery'],$,+19169229227,(916) 922-9227,8191.253746766011,,38.60776,-121.47598,2251 Northgate Blvd,Ste J,,Sacramento,95833,US,CA,"['2251 Northgate Blvd', 'Ste J', 'Sacramento, CA 95833']"
