Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
fishing-boat flag,,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,None,2200,550,Colorful,Yellow,NA,NA,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_3_0,3_0,3583,FvadFFEchz7wY8inP
floral swag,,Yellow,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,200,Yellow,Aqua,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_0_0,0_0,4027,DixWDRX2EtfWWgGpn
floral swag,,Pink,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,200,Pink,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_1_0,1_0,4027,dqybXussR5wojtN2z
floral swag,,Blue,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,200,Purple,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_2_0,2_0,4027,8aQCZQPq5vXgLR343
floral swag,,White,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,200,White,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_3_0,3_0,4027,CA7qXcXwJTNX7RCEB
floral swag,,Colorful,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,200,Colorful,Green,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFlowerSwag_Remake_4_0,4_0,4027,K2yF2iMQvn4HPPTaL
formal paper,,Brown,NA,NA,NA,No,No,No,NA,None,620,155,Beige,Orange,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_0_0,0_0,4099,BQXoMfr2CcyQetnqz
formal paper,,Light brown,NA,NA,NA,No,No,No,NA,None,620,155,White,Yellow,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_1_0,1_0,4099,yPRxJapynrZNcqZ3e
formal paper,,Dark brown,NA,NA,NA,No,No,No,NA,None,620,155,Beige,Brown,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,Yes,FtrTestimonial_Remake_2_0,2_0,4099,sMhxWPv3yYTmJgm5k
fossil doorplate,,Gray,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,500,Gray,Beige,NA,NA,1x1,Crafting,,NA,NA,103,facility,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719,vy29qgXL4FjiEdMZG
fossil doorplate,,Blue,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,500,Blue,Beige,NA,NA,1x1,Crafting,,NA,NA,103,facility,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719,JFe7SwHRez7oT4ick
fossil plaque,,NA,NA,NA,NA,No,No,No,NA,None,NFS,300,Yellow,Brown,NA,NA,1x1,Blathers,Reward for completing the Stamp Rally in the fossil gallery during International Museum Day,International Museum Day,Yes,0,expensive,den,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFossilWall,0_0,12484,QeCRAdXPWYzTNry5z
fruit wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,2000,Colorful,Colorful,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,fruits,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathFruit,NA,4378,DhQAhiR5Wmz6KoqwE
gears,,Silver,NA,NA,NA,No,No,No,NA,None,1500,375,Gray,Gray,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,workshop,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrGearWall_Remake_0_0,0_0,7280,yC8vuk8WW9jYRDRSM
gears,,Copper,NA,NA,NA,No,No,No,NA,None,1500,375,Brown,Brown,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,workshop,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrGearWall_Remake_1_0,1_0,7280,f5aFGh2RWbuSBkCQC
gears,,Black,NA,NA,NA,No,No,No,NA,None,1500,375,Black,Black,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,workshop,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrGearWall_Remake_2_0,2_0,7280,CHfH8eR7JWCBT6xXd
gears,,Colorful,NA,NA,NA,No,No,No,NA,None,1500,375,Colorful,Colorful,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,workshop,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrGearWall_Remake_3_0,3_0,7280,PX7LD3ypNo3JBbbqz
gears,,Wooden,NA,NA,NA,No,No,No,NA,None,1500,375,Brown,Beige,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,workshop,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,Yes,FtrGearWall_Remake_4_0,4_0,7280,q2Y3Mo68vAwW7YNNg
gold HHA plaque,,NA,NA,NA,NA,No,No,No,NA,None,NFS,450,Brown,Yellow,NA,NA,1x1,HHA,,NA,NA,573,living room,expensive,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.0.0,Yes,FtrShieldHhaGold,NA,7035,96FA4Adsv2zNHfLSg
gold rose wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,20000,Yellow,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,expensive,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseGold,NA,5820,geJErudegm7vdwPW9
golden gears,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,11125,Yellow,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,expensive,None,golden,None,None,Yes,Facility Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrGearWallGold,NA,11261,KmDHWA6j4hEsbKkuf
grasshopper-head model,,NA,NA,NA,NA,No,No,No,NA,None,1400,350,Green,Green,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,None,No,Special Insect,No,No lighting,No,For sale,1.0.0,Yes,FtrInsectTonosamabattaFace,NA,11099,cWJSaiCHDL6REzvyq
hanging scroll,,Green,NA,Calligraphy,Design,No,No,Yes,7,Normal,140000,35000,Green,White,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_0_0,0_0,7282,B8BxKEKGEEjK88gjM
hanging scroll,,Green,NA,Mountains,Design,No,No,Yes,7,Normal,140000,35000,Green,Gray,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_0_1,0_1,7282,8XbZoCXwptySvKbQi
hanging scroll,,Green,NA,Fish,Design,No,No,Yes,7,Normal,140000,35000,Green,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_0_2,0_2,7282,Wig7YGk5xFjMaLPwo
hanging scroll,,Green,NA,Bird,Design,No,No,Yes,7,Normal,140000,35000,Green,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_0_3,0_3,7282,BDbRXuPiT4fTTHYL5
hanging scroll,,Green,NA,Flower,Design,No,No,Yes,7,Normal,140000,35000,Green,Beige,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_0_4,0_4,7282,iRWSAWzPNwGhcuAPS
hanging scroll,,Brown,NA,Calligraphy,Design,No,No,Yes,7,Normal,140000,35000,Brown,White,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_1_0,1_0,7282,ZSaKDBJ3MDZBkjR5M
hanging scroll,,Brown,NA,Mountains,Design,No,No,Yes,7,Normal,140000,35000,Brown,Gray,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_1_1,1_1,7282,uG6iDJdePfvSACrCJ
hanging scroll,,Brown,NA,Fish,Design,No,No,Yes,7,Normal,140000,35000,Brown,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_1_2,1_2,7282,BYYWmZsWuG9E6EYzN
hanging scroll,,Brown,NA,Bird,Design,No,No,Yes,7,Normal,140000,35000,Brown,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_1_3,1_3,7282,4hQtRfAFgJwFbX6YP
hanging scroll,,Brown,NA,Flower,Design,No,No,Yes,7,Normal,140000,35000,Brown,Beige,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_1_4,1_4,7282,iJ66E2e282EHtPQbj
hanging scroll,,Pink,NA,Calligraphy,Design,No,No,Yes,7,Normal,140000,35000,Pink,White,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_2_0,2_0,7282,wyKheQr3Dh8bs88yJ
hanging scroll,,Pink,NA,Mountains,Design,No,No,Yes,7,Normal,140000,35000,Pink,Gray,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_2_1,2_1,7282,KjjtFBWRK8xwcpXyW
hanging scroll,,Pink,NA,Fish,Design,No,No,Yes,7,Normal,140000,35000,Pink,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_2_2,2_2,7282,N9HRxNfoy2rby5W9e
hanging scroll,,Pink,NA,Bird,Design,No,No,Yes,7,Normal,140000,35000,Pink,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_2_3,2_3,7282,4astTwvSDfL28S64u
hanging scroll,,Pink,NA,Flower,Design,No,No,Yes,7,Normal,140000,35000,Pink,Beige,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_2_4,2_4,7282,RFoXDXCqabwbPFYJA
hanging scroll,,Blue,NA,Calligraphy,Design,No,No,Yes,7,Normal,140000,35000,Aqua,White,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_3_0,3_0,7282,nENqf7EXKWyepDkio
hanging scroll,,Blue,NA,Mountains,Design,No,No,Yes,7,Normal,140000,35000,Aqua,Gray,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_3_1,3_1,7282,8Pn9C5kuJGtQ3WaXp
hanging scroll,,Blue,NA,Fish,Design,No,No,Yes,7,Normal,140000,35000,Aqua,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_3_2,3_2,7282,rBvy2SBvLo2mcpoKo
hanging scroll,,Blue,NA,Bird,Design,No,No,Yes,7,Normal,140000,35000,Aqua,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_3_3,3_3,7282,R2dNMNdzTTqDfN4Wy
hanging scroll,,Blue,NA,Flower,Design,No,No,Yes,7,Normal,140000,35000,Aqua,Beige,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_3_4,3_4,7282,KhDQPxetc9jSS9jCS
hanging scroll,,Purple,NA,Calligraphy,Design,No,No,Yes,7,Normal,140000,35000,Purple,White,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_4_0,4_0,7282,42B2ejySFK4KksxbE
hanging scroll,,Purple,NA,Mountains,Design,No,No,Yes,7,Normal,140000,35000,Purple,Gray,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_4_1,4_1,7282,Y29udd3SufMiNDrSA
hanging scroll,,Purple,NA,Fish,Design,No,No,Yes,7,Normal,140000,35000,Purple,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_4_2,4_2,7282,kHXAZCpLdSWkSjJZ7
hanging scroll,,Purple,NA,Bird,Design,No,No,Yes,7,Normal,140000,35000,Purple,Orange,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_4_3,4_3,7282,gMsxAKrig7NNmki6v
hanging scroll,,Purple,NA,Flower,Design,No,No,Yes,7,Normal,140000,35000,Purple,Beige,NA,NA,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,harmonious,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,Yes,FtrHangingscroll_Remake_4_4,4_4,7282,C5fSdFpZkmJtzQ2du
hanging terrarium,,Black,Frame,NA,NA,Yes,Yes,No,5,Normal,NFS,3240,Black,Green,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrTerrariumWall_Remake_0_0,0_0,3775,oXQnR76JRp3iHycMy
hanging terrarium,,Gold,Frame,NA,NA,Yes,Yes,No,5,Normal,NFS,3240,Brown,Green,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrTerrariumWall_Remake_1_0,1_0,3775,7DPeBhiiADTPxY8nj
hanging terrarium,,Brown,Frame,NA,NA,Yes,Yes,No,5,Normal,NFS,3240,Brown,Green,NA,NA,1x1.5,Crafting,,NA,NA,103,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,Yes,FtrTerrariumWall_Remake_2_0,2_0,3775,K3qB54puJonAjt75M
heart doorplate,,Pink,NA,NA,NA,No,No,No,NA,None,600,150,Pink,White,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309,Lmtub5DdFXrXgoR6D
heart doorplate,,Blue,NA,NA,NA,No,No,No,NA,None,600,150,Gray,Aqua,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309,LvwnwvwwpPczdTuLq
heart doorplate,,Monotone,NA,NA,NA,No,No,No,NA,None,600,150,Black,White,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs
heart doorplate,,Light blue,NA,NA,NA,No,No,No,NA,None,600,150,Blue,Aqua,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE
heart doorplate,,Green,NA,NA,NA,No,No,No,NA,None,600,150,Green,Green,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9
heart doorplate,,Orange,NA,NA,NA,No,No,No,NA,None,600,150,Orange,Orange,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86
heart doorplate,,Red,NA,NA,NA,No,No,No,NA,None,600,150,Red,Red,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf
heart doorplate,,Purple,NA,NA,NA,No,No,No,NA,None,600,150,Purple,Purple,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,fancy,None,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,1.0.0,Yes,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL
Hello Kitty clock,,NA,NA,NA,NA,No,No,No,NA,None,1000,250,White,Red,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,Hello Kitty,None,Clock,Yes,Hello Kitty,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioKtyClockWall,NA,12268,FmcgTsmfmz9aW5A4P
HHA pennant,,NA,NA,NA,NA,No,No,No,NA,None,NFS,375,Blue,Yellow,NA,NA,1x1.5,HHA,,NA,NA,573,living room,expensive,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.0.0,Yes,FtrPenantHha,NA,7040,MxXAxkekKoMP5Wvuk
hyacinth wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,720,Red,White,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathHyacinth,NA,5468,DjRfSJNwdpHu4Gshg
imperial decorative shelves,,Red,NA,NA,NA,No,No,No,NA,None,8500,2125,Red,Red,NA,NA,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E
imperial decorative shelves,,Blue,NA,NA,NA,No,No,No,NA,None,8500,2125,Blue,Blue,NA,NA,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P
imperial decorative shelves,,Brown,NA,NA,NA,No,No,No,NA,None,8500,2125,Brown,Brown,NA,NA,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2
imperial decorative shelves,,Black,NA,NA,NA,No,No,No,NA,None,8500,2125,Black,Black,NA,NA,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,harmonious,None,imperial,None,None,No,Shelf,No,No lighting,No,For sale,1.0.0,Yes,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR
imperial dining lantern,,Gold,NA,NA,NA,No,No,No,NA,None,19000,4750,Yellow,Red,NA,NA,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,shop,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa
imperial dining lantern,,Black,NA,NA,NA,No,No,No,NA,None,19000,4750,Black,Red,NA,NA,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,shop,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS
imperial dining lantern,,Blue,NA,NA,NA,No,No,No,NA,None,19000,4750,Blue,Red,NA,NA,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,shop,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3
imperial dining lantern,,Red,NA,NA,NA,No,No,No,NA,None,19000,4750,Red,Yellow,NA,NA,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,251,shop,harmonious,None,imperial dining,Lighting,Yes,Lamp,No,Fluorescent,No,For sale,1.0.0,Yes,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7
intercom monitor,,NA,NA,NA,NA,No,No,No,NA,None,860,215,White,White,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,Appliance,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrIntercom,NA,3399,3oLMxaMTetGEquJqh
iron doorplate,,Black,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi
iron doorplate,,White,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,White,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9
iron doorplate,,Blue,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Blue,Blue,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE
iron doorplate,,Silver,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Gray,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW
